#%create_date=Wed Feb 15 13:27:46 2006 PST
#%lib-set-name=HuEx-1_0-st
#%lib-set-version=v2
#%genome-species=Homo sapiens
#%genome-version=hg17
#%genome-version-ucsc=hg17
#%genome-version-ncbi=35
#%genome-version-create_date=2004-05
#%genome-lifted_from-version-ucsc=hg16
#%genome-lifted_from-version-ncbi=34
#%genome-lifted_from-species=Homo sapiens
#%genome-lifted-method=liftOver
#%netaffx-annotation-date=2005-12-14
#%netaffx-annotation-csv-version=1.5
#%netaffx-annotation-data-type=probe_set
#%netaffx-annotation-genome-version-ncbi=35
#%netaffx-annotation-genome-version-ucsc=hg17
#%netaffx-annotation-netaffx-build=05q4
#%netaffx-annotation-docgen-method=create-download-file.pl
#%netaffx-annotation-docgen-version=1.41
"probeset_id","seqname","strand","start","stop","probe_count","transcript_cluster_id","exon_id","psr_id","gene_assignment","mrna_assignment","probeset_type","number_independent_probes","number_cross_hyb_probes","number_nonoverlapping_probes","level","bounded","noBoundedEvidence","has_cds","fl","mrna","est","vegaGene","vegaPseudoGene","ensGene","sgpGene","exoniphy","twinscan","geneid","genscan","genscanSubopt","mouse_fl","mouse_mrna","rat_fl","rat_mrna","microRNAregistry","rnaGene","mitomap"
"2315438","chr1","+","1039718","1039760","4","2315430","197","248","XM_497647 // LOC441868","XM_497647 // chr1 // 100 // 4 // 4 // 0 /// ENST00000332909 // chr1 // 100 // 4 // 4 // 0 /// GENSCAN00000036442 // chr1 // 100 // 4 // 4 // 0","3","2","0","1","extended","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2315439","chr1","+","1039766","1039795","4","2315430","197","249","XM_497647 // LOC441868","XM_497647 // chr1 // 100 // 4 // 4 // 0 /// ENST00000332909 // chr1 // 100 // 4 // 4 // 0 /// GENSCAN00000036442 // chr1 // 100 // 4 // 4 // 0","3","1","0","1","extended","0","0","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2315445","chr1","+","1041882","1041924","4","2315430","201","255","XM_497647 // LOC441868","XM_497647 // chr1 // 100 // 4 // 4 // 0 /// ENST00000332909 // chr1 // 100 // 4 // 4 // 0 /// GENSCAN00000036442 // chr1 // 100 // 4 // 4 // 0","1","2","0","1","extended","0","0","1","0","0","0","0","0","3","1","0","1","0","1","1","0","0","0","0","0","0","0"
"2335161","chr1","+","47593783","47593807","1","2335160","12211","16707","NM_012186 // FOXE3","NM_012186 // chr1 // 100 // 1 // 1 // 0 /// ENST00000335071 // chr1 // 100 // 1 // 1 // 0","1","1","0","1","core","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2335162","chr1","+","47593866","47593992","4","2335160","12212","16708","NM_012186 // FOXE3","NM_012186 // chr1 // 100 // 3 // 3 // 0 /// ENST00000335071 // chr1 // 100 // 4 // 4 // 0","1","3","0","3","core","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2335163","chr1","+","47594056","47594115","4","2335160","12213","16709","NM_012186 // FOXE3","NM_012186 // chr1 // 100 // 4 // 4 // 0 /// ENST00000335071 // chr1 // 100 // 4 // 4 // 0","1","2","0","2","core","0","0","1","2","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0"
"2335164","chr1","+","47594288","47594359","4","2335160","12213","16710","NM_012186 // FOXE3","NM_012186 // chr1 // 100 // 4 // 4 // 0 /// ENST00000335071 // chr1 // 100 // 4 // 4 // 0 /// GENSCAN00000008173 // chr1 // 100 // 4 // 4 // 0","1","4","0","2","core","0","0","1","2","0","0","0","0","1","1","1","1","1","1","1","1","0","1","0","0","0","0"
"2335165","chr1","+","47594407","47594468","4","2335160","12213","16711","NM_012186 // FOXE3","NM_012186 // chr1 // 100 // 4 // 4 // 0 /// ENST00000335071 // chr1 // 100 // 4 // 4 // 0 /// GENSCAN00000008173 // chr1 // 100 // 4 // 4 // 0","3","2","0","2","core","0","0","1","2","0","0","0","0","1","0","1","1","0","1","0","1","0","1","0","0","0","0"
"2335166","chr1","+","47594500","47594669","4","2335160","12213","16712","NM_012186 // FOXE3","NM_012186 // chr1 // 100 // 4 // 4 // 0 /// ENST00000335071 // chr1 // 100 // 4 // 4 // 0","1","3","0","2","core","0","0","1","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2335167","chr1","+","47594678","47594952","4","2335160","12213","16713","NM_012186 // FOXE3","NM_012186 // chr1 // 100 // 4 // 4 // 0 /// ENST00000335071 // chr1 // 100 // 4 // 4 // 0","1","4","0","4","core","0","0","1","2","0","1","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0"
"2335168","chr1","+","47595338","47595469","4","2335160","12213","16714","NM_012186 // FOXE3","NM_012186 // chr1 // 100 // 4 // 4 // 0 /// ENST00000335071 // chr1 // 100 // 4 // 4 // 0","1","4","0","3","core","0","0","0","2","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2335169","chr1","+","47604936","47605008","4","2335160","12214","16715","---","GENSCAN00000008173 // chr1 // 100 // 4 // 4 // 0","1","4","0","2","full","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0"
"2335173","chr1","+","47613950","47614434","4","2335172","12216","16717","NM_004474 // FOXD2","NM_004474 // chr1 // 100 // 4 // 4 // 0 /// ENST00000334793 // chr1 // 100 // 4 // 4 // 0","1","4","0","4","core","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2335174","chr1","+","47614804","47615044","4","2335172","12216","16718","NM_004474 // FOXD2","NM_004474 // chr1 // 100 // 4 // 4 // 0 /// ENST00000334793 // chr1 // 100 // 4 // 4 // 0","1","4","0","3","core","0","0","0","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"2335175","chr1","+","47615214","47615554","4","2335172","12216","16719","NM_004474 // FOXD2","NM_004474 // chr1 // 100 // 4 // 4 // 0 /// ENST00000334793 // chr1 // 100 // 4 // 4 // 0","1","4","0","3","core","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2335176","chr1","+","47615575","47615639","2","2335172","12216","16720","NM_004474 // FOXD2","NM_004474 // chr1 // 100 // 2 // 2 // 0 /// ENST00000334793 // chr1 // 100 // 2 // 2 // 0","1","2","0","2","core","0","0","0","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"2335177","chr1","+","47615671","47615696","2","2335172","12216","16721","NM_004474 // FOXD2","NM_004474 // chr1 // 100 // 2 // 2 // 0 /// ENST00000334793 // chr1 // 100 // 2 // 2 // 0","1","1","0","1","core","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2335178","chr1","+","47615725","47615755","4","2335172","12216","16722","NM_004474 // FOXD2","NM_004474 // chr1 // 100 // 4 // 4 // 0 /// ENST00000334793 // chr1 // 100 // 4 // 4 // 0 /// GENSCAN00000008173 // chr1 // 100 // 4 // 4 // 0","1","1","0","1","core","0","0","0","2","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0"
"2335179","chr1","+","47615786","47615810","1","2335172","12216","16723","NM_004474 // FOXD2","NM_004474 // chr1 // 100 // 1 // 1 // 0 /// ENST00000334793 // chr1 // 100 // 1 // 1 // 0 /// GENSCAN00000008173 // chr1 // 100 // 1 // 1 // 0","1","1","0","1","core","0","0","0","2","0","0","0","0","0","0","0","1","0","1","1","2","0","0","0","0","0","0"
"2335180","chr1","+","47615846","47615914","4","2335172","12216","16724","NM_004474 // FOXD2","NM_004474 // chr1 // 100 // 4 // 4 // 0 /// ENST00000334793 // chr1 // 100 // 4 // 4 // 0 /// GENSCAN00000008173 // chr1 // 100 // 4 // 4 // 0","1","2","0","2","core","0","0","1","2","0","0","0","0","1","0","1","1","1","1","1","2","0","0","0","0","0","0"
"2335181","chr1","+","47615985","47616039","4","2335172","12216","16725","NM_004474 // FOXD2","NM_004474 // chr1 // 100 // 4 // 4 // 0 /// ENST00000334793 // chr1 // 100 // 4 // 4 // 0","1","2","0","2","core","0","0","1","2","0","0","0","0","1","0","1","0","0","0","0","2","0","0","0","0","0","0"
"2335182","chr1","+","47616211","47616253","4","2335172","12216","16726","NM_004474 // FOXD2","NM_004474 // chr1 // 100 // 4 // 4 // 0 /// ENST00000334793 // chr1 // 100 // 4 // 4 // 0 /// GENSCAN00000008173 // chr1 // 100 // 4 // 4 // 0","3","2","0","1","core","0","0","1","2","0","0","0","0","1","0","1","1","0","1","0","2","0","0","0","0","0","0"
"2335183","chr1","+","47616257","47616501","4","2335172","12216","16727","NM_004474 // FOXD2","NM_004474 // chr1 // 100 // 4 // 4 // 0 /// ENST00000334793 // chr1 // 100 // 4 // 4 // 0 /// GENSCAN00000008173 // chr1 // 100 // 4 // 4 // 0","3","4","0","4","core","0","0","1","2","0","0","0","0","1","0","1","1","0","1","1","2","0","0","0","0","0","0"
"2335184","chr1","+","47616624","47616816","4","2335172","12216","16728","NM_004474 // FOXD2","NM_004474 // chr1 // 100 // 4 // 4 // 0 /// ENST00000334793 // chr1 // 100 // 4 // 4 // 0","1","4","0","4","core","0","0","1","2","0","0","0","0","1","0","1","0","0","0","0","2","0","0","0","0","0","0"
"2335185","chr1","+","47616908","47616993","4","2335172","12216","16729","NM_004474 // FOXD2","NM_004474 // chr1 // 100 // 4 // 4 // 0 /// ENST00000334793 // chr1 // 100 // 4 // 4 // 0 /// GENSCAN00000008173 // chr1 // 100 // 4 // 4 // 0","1","4","0","3","core","0","0","1","2","0","0","0","0","1","0","1","1","0","1","0","2","0","0","0","0","0","0"
"2335186","chr1","+","47617061","47617300","4","2335172","12216","16730","NM_004474 // FOXD2","NM_004474 // chr1 // 100 // 4 // 4 // 0 /// ENST00000334793 // chr1 // 100 // 4 // 4 // 0 /// GENSCAN00000008173 // chr1 // 100 // 4 // 4 // 0","1","4","0","3","core","0","0","1","2","0","0","0","0","1","0","1","1","1","1","0","2","0","0","0","0","0","0"
"2335187","chr1","+","47617379","47618358","4","2335172","12216","16731","NM_004474 // FOXD2","NM_004474 // chr1 // 75 // 3 // 4 // 0 /// ENST00000334793 // chr1 // 100 // 2 // 2 // 0","1","4","0","4","extended","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2635668","chr3","+","112335172","112335197","2","2635641","199326","260361","NM_015480 // PVRL3 /// BC067808 // PVRL3 /// AK075105 // PVRL3 /// AL050071 // PVRL3 /// BC001336 // PVRL3","NM_015480 // chr3 // 100 // 2 // 2 // 0 /// ENST00000319814 // chr3 // 100 // 2 // 2 // 0 /// ENST00000319792 // chr3 // 100 // 2 // 2 // 0 /// BC067808 // chr3 // 100 // 2 // 2 // 0 /// AK075105 // chr3 // 100 // 2 // 2 // 0 /// AL050071 // chr3 // 100 // 2 // 2 // 0 /// BC001336 // chr3 // 100 // 2 // 2 // 0 /// ENSESTT00000043122 // chr3 // 100 // 2 // 2 // 0 /// ENSESTT00000043123 // chr3 // 100 // 2 // 2 // 0 /// GENSCAN00000000719 // chr3 // 100 // 2 // 2 // 0","3","1","0","1","core","0","0","1","2","2","19","0","0","1","1","1","1","1","1","1","2","2","0","0","0","0","0"
"2335188","chr1","+","47618532","47618755","4","2335172","12216","16732","---","---","1","4","0","3","extended","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2339660","chr1","+","63500689","63500748","4","2339658","15094","20320","---","GENSCAN00000054173 // chr1 // 100 // 4 // 4 // 0","1","2","0","2","extended","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","3","0","0","0","0","0","0"
"2339661","chr1","+","63500772","63500886","4","2339658","15094","20321","NM_012183 // FOXD3","NM_012183 // chr1 // 100 // 4 // 4 // 0 /// ENST00000335469 // chr1 // 100 // 4 // 4 // 0 /// GENSCAN00000054173 // chr1 // 100 // 4 // 4 // 0","1","4","0","3","core","0","0","1","1","0","0","0","0","1","0","1","0","0","1","1","3","0","0","0","0","0","0"
"2339662","chr1","+","63500904","63500928","1","2339658","15094","20322","NM_012183 // FOXD3","NM_012183 // chr1 // 100 // 1 // 1 // 0 /// ENST00000335469 // chr1 // 100 // 1 // 1 // 0 /// GENSCAN00000054173 // chr1 // 100 // 1 // 1 // 0","1","1","0","1","core","0","0","1","1","0","0","0","0","1","0","1","0","0","1","0","3","0","0","0","0","0","0"
"2339663","chr1","+","63500937","63501188","4","2339658","15094","20323","NM_012183 // FOXD3","NM_012183 // chr1 // 100 // 4 // 4 // 0 /// ENST00000335469 // chr1 // 100 // 4 // 4 // 0","1","4","0","4","core","0","0","1","1","0","0","0","0","1","0","1","0","0","0","0","3","0","0","0","0","0","0"
"2339664","chr1","+","63501234","63501263","4","2339658","15094","20324","NM_012183 // FOXD3","NM_012183 // chr1 // 100 // 4 // 4 // 0 /// ENST00000335469 // chr1 // 100 // 4 // 4 // 0 /// SLAM00000077111 // chr1 // 100 // 4 // 4 // 0 /// GENSCAN00000054173 // chr1 // 100 // 4 // 4 // 0","1","1","0","1","core","0","0","1","1","0","4","0","0","1","0","1","0","0","1","0","3","0","1","0","0","0","0"
"2339665","chr1","+","63501490","63501675","4","2339658","15094","20325","NM_012183 // FOXD3","NM_012183 // chr1 // 100 // 4 // 4 // 0 /// ENST00000335469 // chr1 // 100 // 4 // 4 // 0 /// SLAM00000077111 // chr1 // 100 // 4 // 4 // 0","1","4","0","3","core","0","0","1","1","0","0","0","0","1","0","1","0","0","0","0","3","0","0","0","0","0","0"
"2339666","chr1","+","63501714","63501765","4","2339658","15094","20326","NM_012183 // FOXD3","NM_012183 // chr1 // 100 // 4 // 4 // 0 /// ENST00000335469 // chr1 // 100 // 4 // 4 // 0 /// SLAM00000077111 // chr1 // 100 // 4 // 4 // 0","1","2","0","2","core","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","3","0","0","0","0","0","0"
"2339667","chr1","+","63501777","63501862","4","2339658","15094","20327","NM_012183 // FOXD3","NM_012183 // chr1 // 100 // 4 // 4 // 0 /// ENST00000335469 // chr1 // 100 // 4 // 4 // 0 /// SLAM00000077111 // chr1 // 100 // 4 // 4 // 0","1","2","0","2","core","0","0","1","1","0","0","0","0","1","0","1","0","0","0","0","3","0","0","0","0","0","0"
"2339668","chr1","+","63501878","63502034","4","2339658","15094","20328","NM_012183 // FOXD3","NM_012183 // chr1 // 100 // 4 // 4 // 0 /// ENST00000335469 // chr1 // 100 // 4 // 4 // 0 /// SLAM00000077111 // chr1 // 100 // 4 // 4 // 0","1","3","0","3","core","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","3","0","0","0","0","0","0"
"2339669","chr1","+","63502048","63502186","4","2339658","15094","20329","NM_012183 // FOXD3","NM_012183 // chr1 // 100 // 4 // 4 // 0 /// ENST00000335469 // chr1 // 100 // 4 // 4 // 0 /// SLAM00000077111 // chr1 // 100 // 4 // 4 // 0","1","4","0","3","core","0","0","1","1","0","0","0","0","1","0","1","0","0","0","0","3","0","0","0","0","0","0"
"2339670","chr1","+","63502221","63502499","4","2339658","15094","20330","---","AF086235 // chr1 // 100 // 2 // 2 // 0","1","4","0","4","extended","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0"
"2339659","chr1","+","63500477","63500666","4","2339658","15093","20319","---","---","1","4","0","4","extended","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0"
"4023365","chrX","-","135020941","135021981","4","4023364","1053975","1385337","XM_291344 // FLJ12649 /// BC040518 // FLJ12649 /// AK022711 // FLJ12649","XM_291344 // chrX // 100 // 4 // 4 // 0 /// ENST00000316077 // chrX // 100 // 4 // 4 // 0 /// ENST00000218318 // chrX // 100 // 4 // 4 // 0 /// BC040518 // chrX // 100 // 4 // 4 // 0 /// AK022711 // chrX // 100 // 4 // 4 // 0 /// ENSESTT00000050244 // chrX // 100 // 4 // 4 // 0 /// ENSESTT00000050246 // chrX // 100 // 4 // 4 // 0 /// ENSESTT00000050249 // chrX // 100 // 4 // 4 // 0 /// ENSESTT00000050250 // chrX // 100 // 4 // 4 // 0 /// GENSCAN00000005700 // chrX // 100 // 4 // 4 // 0","1","4","0","4","extended","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4023366","chrX","-","135024693","135024926","4","4023364","1053976","1385338","AK022711 // FLJ12649","AK022711 // chrX // 100 // 4 // 4 // 0","1","4","0","4","extended","0","0","0","0","1","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4023367","chrX","-","135024983","135026085","4","4023364","1053976","1385339","AK022711 // FLJ12649 /// BC040518 // FLJ12649","ENST00000316077 // chrX // 100 // 1 // 1 // 0 /// AK022711 // chrX // 100 // 4 // 4 // 0 /// BC040518 // chrX // 100 // 1 // 1 // 0 /// ENSESTT00000050249 // chrX // 100 // 1 // 1 // 0 /// ENSESTT00000050250 // chrX // 100 // 1 // 1 // 0","1","4","0","4","extended","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4023369","chrX","-","135027077","135027108","4","4023364","1053977","1385341","XM_291344 // FLJ12649 /// AK022711 // FLJ12649 /// BC040518 // FLJ12649","XM_291344 // chrX // 100 // 4 // 4 // 0 /// ENST00000316077 // chrX // 100 // 4 // 4 // 0 /// ENST00000218318 // chrX // 100 // 4 // 4 // 0 /// AK022711 // chrX // 100 // 4 // 4 // 0 /// BC040518 // chrX // 100 // 4 // 4 // 0 /// ENSESTT00000050250 // chrX // 100 // 4 // 4 // 0 /// ENSESTT00000050249 // chrX // 100 // 4 // 4 // 0 /// ENSESTT00000050246 // chrX // 100 // 4 // 4 // 0 /// ENSESTT00000050244 // chrX // 100 // 4 // 4 // 0 /// GENSCAN00000005700 // chrX // 100 // 4 // 4 // 0","3","1","0","1","extended","0","0","0","0","4","7","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0"
"4023370","chrX","-","135027109","135027166","4","4023364","1053977","1385342","XM_291344 // FLJ12649 /// BC040518 // FLJ12649 /// AK022711 // FLJ12649","XM_291344 // chrX // 100 // 4 // 4 // 0 /// ENST00000218318 // chrX // 100 // 4 // 4 // 0 /// ENST00000316077 // chrX // 100 // 4 // 4 // 0 /// BC040518 // chrX // 100 // 4 // 4 // 0 /// AK022711 // chrX // 100 // 4 // 4 // 0 /// ENSESTT00000050249 // chrX // 100 // 4 // 4 // 0 /// ENSESTT00000050246 // chrX // 100 // 4 // 4 // 0 /// ENSESTT00000050244 // chrX // 100 // 4 // 4 // 0 /// ENSESTT00000050250 // chrX // 100 // 4 // 4 // 0 /// GENSCAN00000005700 // chrX // 100 // 4 // 4 // 0","1","2","0","2","extended","0","0","1","0","4","7","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0"
"4023372","chrX","-","135027285","135027345","4","4023364","1053977","1385344","XM_291344 // FLJ12649 /// BC040518 // FLJ12649 /// AK022711 // FLJ12649","XM_291344 // chrX // 100 // 4 // 4 // 0 /// ENST00000316077 // chrX // 100 // 4 // 4 // 0 /// ENST00000218318 // chrX // 100 // 1 // 1 // 0 /// ENST00000218318 // chrX // 100 // 1 // 1 // 0 /// BC040518 // chrX // 100 // 4 // 4 // 0 /// AK022711 // chrX // 100 // 4 // 4 // 0 /// ENSESTT00000050244 // chrX // 100 // 4 // 4 // 0 /// ENSESTT00000050246 // chrX // 100 // 4 // 4 // 0 /// ENSESTT00000050250 // chrX // 100 // 4 // 4 // 0 /// ENSESTT00000050249 // chrX // 100 // 4 // 4 // 0 /// GENSCAN00000005700 // chrX // 100 // 4 // 4 // 0","3","3","0","2","extended","0","0","1","0","4","5","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0"
"4023373","chrX","-","135028521","135028626","4","4023364","1053978","1385345","XM_291344 // FLJ12649 /// BC040518 // FLJ12649 /// AK022711 // FLJ12649","XM_291344 // chrX // 100 // 4 // 4 // 0 /// ENST00000316077 // chrX // 100 // 4 // 4 // 0 /// ENST00000218318 // chrX // 100 // 4 // 4 // 0 /// BC040518 // chrX // 100 // 4 // 4 // 0 /// AK022711 // chrX // 100 // 4 // 4 // 0 /// ENSESTT00000050250 // chrX // 100 // 4 // 4 // 0 /// ENSESTT00000050246 // chrX // 100 // 4 // 4 // 0 /// ENSESTT00000050244 // chrX // 100 // 4 // 4 // 0 /// ENSESTT00000050249 // chrX // 100 // 4 // 4 // 0 /// GENSCAN00000005700 // chrX // 100 // 4 // 4 // 0","1","4","0","3","extended","0","0","1","0","5","5","0","0","1","1","0","0","1","0","1","0","1","0","0","0","0","0"
"4023374","chrX","-","135028707","135028744","3","4023364","1053979","1385346","---","GENSCAN00000005700 // chrX // 100 // 3 // 3 // 0","1","2","0","1","full","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"4023375","chrX","-","135030087","135030163","4","4023364","1053980","1385347","XM_291344 // FLJ12649 /// AK022711 // FLJ12649 /// BC040518 // FLJ12649","XM_291344 // chrX // 100 // 4 // 4 // 0 /// ENST00000316077 // chrX // 100 // 4 // 4 // 0 /// ENST00000218318 // chrX // 100 // 4 // 4 // 0 /// AK022711 // chrX // 100 // 4 // 4 // 0 /// BC040518 // chrX // 100 // 4 // 4 // 0 /// ENSESTT00000050250 // chrX // 100 // 4 // 4 // 0 /// ENSESTT00000050244 // chrX // 100 // 4 // 4 // 0 /// ENSESTT00000050246 // chrX // 100 // 4 // 4 // 0 /// ENSESTT00000050249 // chrX // 100 // 4 // 4 // 0 /// GENSCAN00000005700 // chrX // 100 // 4 // 4 // 0","1","3","0","2","extended","0","0","1","0","5","6","0","0","1","1","0","0","1","1","1","0","1","0","0","0","0","0"
"4023377","chrX","-","135032506","135032552","4","4023364","1053982","1385349","XM_291344 // FLJ12649 /// BC040518 // FLJ12649 /// AK022711 // FLJ12649","XM_291344 // chrX // 100 // 4 // 4 // 0 /// ENST00000316077 // chrX // 100 // 4 // 4 // 0 /// ENST00000218318 // chrX // 100 // 4 // 4 // 0 /// BC040518 // chrX // 100 // 4 // 4 // 0 /// AK022711 // chrX // 100 // 4 // 4 // 0 /// ENSESTT00000050244 // chrX // 100 // 4 // 4 // 0 /// ENSESTT00000050249 // chrX // 100 // 4 // 4 // 0 /// ENSESTT00000050250 // chrX // 100 // 4 // 4 // 0 /// ENSESTT00000050246 // chrX // 100 // 4 // 4 // 0 /// GENSCAN00000005700 // chrX // 100 // 4 // 4 // 0","3","2","0","1","extended","0","0","1","0","5","6","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"4023378","chrX","-","135033634","135033664","4","4023364","1053983","1385350","XM_291344 // FLJ12649 /// AK022711 // FLJ12649 /// BC040518 // FLJ12649","XM_291344 // chrX // 100 // 4 // 4 // 0 /// ENST00000316077 // chrX // 100 // 4 // 4 // 0 /// ENST00000218318 // chrX // 100 // 4 // 4 // 0 /// AK022711 // chrX // 100 // 4 // 4 // 0 /// BC040518 // chrX // 100 // 4 // 4 // 0 /// ENSESTT00000050246 // chrX // 100 // 4 // 4 // 0 /// ENSESTT00000050250 // chrX // 100 // 4 // 4 // 0 /// ENSESTT00000050244 // chrX // 100 // 4 // 4 // 0 /// ENSESTT00000050249 // chrX // 100 // 4 // 4 // 0 /// GENSCAN00000005700 // chrX // 100 // 4 // 4 // 0","1","1","0","1","extended","0","0","1","0","4","8","0","0","1","0","0","0","1","1","0","0","1","0","0","0","0","0"
"4023379","chrX","-","135035038","135035065","4","4023364","1053984","1385351","XM_291344 // FLJ12649 /// BC040518 // FLJ12649 /// AK022711 // FLJ12649","XM_291344 // chrX // 100 // 4 // 4 // 0 /// ENST00000218318 // chrX // 100 // 4 // 4 // 0 /// ENST00000316077 // chrX // 100 // 4 // 4 // 0 /// BC040518 // chrX // 100 // 4 // 4 // 0 /// AK022711 // chrX // 100 // 4 // 4 // 0 /// ENSESTT00000050249 // chrX // 100 // 4 // 4 // 0 /// ENSESTT00000050246 // chrX // 100 // 4 // 4 // 0 /// ENSESTT00000050244 // chrX // 100 // 4 // 4 // 0 /// ENSESTT00000050250 // chrX // 100 // 4 // 4 // 0 /// GENSCAN00000005700 // chrX // 100 // 4 // 4 // 0","1","1","0","1","extended","0","0","1","0","4","11","0","0","1","0","0","0","1","1","0","0","1","0","0","0","0","0"
"4023380","chrX","-","135036360","135036437","4","4023364","1053985","1385352","XM_291344 // FLJ12649 /// BC040518 // FLJ12649 /// AK022711 // FLJ12649","XM_291344 // chrX // 100 // 4 // 4 // 0 /// ENST00000218318 // chrX // 100 // 4 // 4 // 0 /// ENST00000316077 // chrX // 100 // 4 // 4 // 0 /// BC040518 // chrX // 100 // 4 // 4 // 0 /// AK022711 // chrX // 100 // 4 // 4 // 0 /// ENSESTT00000050250 // chrX // 100 // 4 // 4 // 0 /// ENSESTT00000050249 // chrX // 100 // 4 // 4 // 0 /// ENSESTT00000050246 // chrX // 100 // 4 // 4 // 0 /// ENSESTT00000050244 // chrX // 100 // 4 // 4 // 0 /// GENSCAN00000005700 // chrX // 100 // 4 // 4 // 0","1","4","0","2","extended","0","0","1","0","4","12","0","0","2","0","0","0","1","1","0","0","1","0","0","0","0","0"
"4023382","chrX","-","135038064","135038097","4","4023364","1053986","1385354","XM_291344 // FLJ12649 /// BC040518 // FLJ12649","XM_291344 // chrX // 100 // 4 // 4 // 0 /// ENST00000218318 // chrX // 100 // 4 // 4 // 0 /// ENST00000316077 // chrX // 100 // 4 // 4 // 0 /// BC040518 // chrX // 100 // 4 // 4 // 0 /// ENSESTT00000050246 // chrX // 100 // 4 // 4 // 0 /// GENSCAN00000005700 // chrX // 100 // 4 // 4 // 0","1","1","0","1","extended","0","0","1","0","4","13","0","0","2","0","0","0","1","1","0","0","0","0","0","0","0","0"
"4023383","chrX","-","135038159","135038186","4","4023364","1053986","1385355","XM_291344 // FLJ12649 /// BC040518 // FLJ12649","XM_291344 // chrX // 100 // 4 // 4 // 0 /// ENST00000218318 // chrX // 100 // 4 // 4 // 0 /// ENST00000316077 // chrX // 100 // 4 // 4 // 0 /// BC040518 // chrX // 100 // 4 // 4 // 0 /// ENSESTT00000050246 // chrX // 100 // 4 // 4 // 0","1","1","0","1","extended","0","0","1","0","4","17","0","0","2","0","0","0","1","0","0","0","1","0","0","0","0","0"
"4023384","chrX","-","135038530","135038633","4","4023364","1053987","1385356","XM_291344 // FLJ12649 /// BC040518 // FLJ12649 /// AK022711 // FLJ12649","XM_291344 // chrX // 100 // 4 // 4 // 0 /// ENST00000218318 // chrX // 100 // 4 // 4 // 0 /// ENST00000316077 // chrX // 100 // 4 // 4 // 0 /// BC040518 // chrX // 100 // 4 // 4 // 0 /// AK022711 // chrX // 100 // 4 // 4 // 0 /// ENSESTT00000050250 // chrX // 100 // 4 // 4 // 0 /// ENSESTT00000050244 // chrX // 100 // 4 // 4 // 0 /// ENSESTT00000050246 // chrX // 100 // 4 // 4 // 0 /// ENSESTT00000050249 // chrX // 100 // 4 // 4 // 0 /// GENSCAN00000005700 // chrX // 100 // 4 // 4 // 0","1","4","0","3","extended","0","0","1","0","4","13","0","0","2","0","0","1","1","1","0","0","1","0","0","0","0","0"
