#Region	Chromosome	Start	Stop	CN-Probes	SNP-Probes
CNV1216	chr8	2242045	2246765	CN_1260879,CN_1260880,CN_1260890,CN_1260892,CN_1260889,CN_1260891,CN_1260905,CN_1260907,CN_1260908	
CNV1219	chr8	2690940	2691306	CN_366319,CN_1287907,CN_1287908,CN_1287909,CN_1287910,CN_1287911,CN_1287912	
CNV1222	chr8	3774469	3777514	CN_1274668,CN_1274664,CN_1274666,CN_1274667,CN_1274672,CN_1274674,CN_1274670,CN_1274671,CN_1274687,CN_1274682,CN_1274684,CN_1274685,CN_1274686	SNP_A-2224635,SNP_A-8489453,SNP_A-8384273,SNP_A-8465027
CNV1224	chr8	3989600	3991699	CN_1286008,CN_1288154,CN_1288155,CN_1288156,CN_1288160,CN_1288161,CN_1288163	SNP_A-8286514,SNP_A-1991981,SNP_A-1991983,SNP_A-1877228
CNV1228	chr8	4156007	4156071	CN_1263494,CN_1263495	
CNV1229	chr8	4176321	4176393	CN_1263583,CN_1263584	
CNV1234	chr8	5063056	5063260	CN_1261521,CN_1261522,CN_1263631,CN_1263632,CN_1263633,CN_1261520	
CNV1236	chr8	5586134	5591731	CN_1295198,CN_1295199,CN_1295202,CN_1295203,CN_1295215,CN_1295219,CN_1295213,CN_1295214,CN_1295216,CN_1295218,CN_1295226,CN_1295229	SNP_A-8369119,SNP_A-2024694,SNP_A-1805685,SNP_A-2167614
CNV1241	chr8	6813703	6814609	CN_1295484,CN_1295490,CN_1295486,CN_1295487,CN_1295488,CN_1295489	SNP_A-1881064,SNP_A-2195497
CNV1244	chr8	7237790	7836261	CN_1282128,CN_1282151,CN_1282152,CN_1282154,CN_1282195,CN_1282214,CN_1282211,CN_1282212,CN_1284329,CN_1284350,CN_1284377,CN_1284401,CN_1284403,CN_1284404,CN_1284407,CN_1284450,CN_1284468,CN_1284469,CN_1286601,CN_1286600,CN_1286621,CN_1286630,CN_1286631,CN_1286639,CN_1286654,CN_1288861,CN_1288959,CN_1288972,CN_1288973,CN_1288974,CN_1291104,CN_1291105,CN_1291106,CN_1291107,CN_1291130,CN_1291135,CN_1291146,CN_1291157,CN_1291158,CN_1291154,CN_1291155,CN_1291160,CN_1291161,CN_1291163,CN_1291164,CN_1268777,CN_1268778,CN_1268789,CN_1268790,CN_1268798,CN_1268800,CN_1268805,CN_1268806,CN_1268807,CN_1268818,CN_1268819,CN_1268821,CN_1273336,CN_1273337,CN_1275477,CN_1275512,CN_1275513,CN_1277720,CN_1277722,CN_1277726,CN_1277721,CN_1277749,CN_1277750,CN_1277772,CN_374559,CN_1277768,CN_1277769,CN_1277770,CN_1277771	
CNV1245	chr8	7891705	7903572	CN_1280104,CN_1280103,CN_1282234,CN_1282256,CN_1282257,CN_1282259,CN_1282262,CN_1282263	
CNV1250	chr8	8423560	8423852	CN_1275649,CN_1275650,CN_1275647,CN_1275648	
CNV1251	chr8	9539368	9539671	CN_1303038,CN_1303039,CN_1303040,CN_1303041,CN_1303042	
CNV1252	chr8	12025135	12039385	CN_1246627,CN_1248745,CN_360494,CN_1248779	
CNV1253	chr8	12260380	12286526	CN_1260053,CN_1260058,CN_1260104,CN_1260109,CN_1260112,CN_1260114,CN_1260115,CN_360899,CN_1228498,CN_1228496,CN_1228504,CN_1228505,CN_1228503,CN_1228508,CN_1228511	SNP_A-2157517
CNV1257	chr8	12693099	12696897	CN_1282751,CN_1282754,CN_1282766	
CNV1258	chr8	13643472	13644762	CN_1267212,CN_1267213,CN_1267223,CN_1267221	SNP_A-8497302
CNV1260	chr8	13659088	13696077	CN_1269418,CN_362909,CN_1269419,CN_1269420,CN_1269422,CN_1269423,CN_1269424,CN_1269445,CN_1269446,CN_1269449,CN_1269451,CN_1269452,CN_1269499,CN_1269500,CN_1269501,CN_1269502,CN_1269506,CN_1269509,CN_1269510,CN_1269530,CN_1269537,CN_1269538,CN_1269535,CN_1269536,CN_1269539,CN_362961,CN_1271689,CN_1271691,CN_1271692,CN_1271699,CN_1271700	SNP_A-1905156,SNP_A-2287131,SNP_A-8383886,SNP_A-2047921
CNV1261	chr8	13854600	13859608	CN_1282924,CN_1282931,CN_1282935	SNP_A-8448266
CNV1264	chr8	14622024	14622037	CN_1285402,CN_1285405	
CNV1269	chr8	15447431	15455977	CN_1292123,CN_1292125,CN_1292126	SNP_A-8588595,SNP_A-2122709,SNP_A-8590990
CNV1271	chr8	16251325	16251494	CN_1260773,CN_1260766,CN_1260767,CN_1260768,CN_1260771,CN_1260772	
CNV1272	chr8	16306635	16319032	CN_1260796,CN_1260797,CN_1260798,CN_1260799,CN_1260800,CN_1260801,CN_1260805,CN_1260806,CN_1260807,CN_1260809,CN_1260810,CN_1260811,CN_1260812,CN_1260813,CN_1260817,CN_1260815,CN_364799,CN_1260816,CN_1260820,CN_1260818,CN_1260819	SNP_A-8615439
CNV1274	chr8	16428633	16428826	CN_1262962,CN_1262965,CN_1262966,CN_1262963	
CNV1280	chr8	23463685	23463816	CN_1265432,CN_1265433,CN_1265434,CN_1265435	
CNV1282	chr8	24201375	24207011	CN_1269907,CN_365942,CN_1269908	SNP_A-8435176
CNV1284	chr8	25030439	25040250	CN_1274453,CN_1274454,CN_1274455,CN_1274456,CN_1274457,CN_1274458,CN_1274459,CN_1274460,CN_1274461,CN_1274462,CN_1274463,CN_1274464,CN_1274465,CN_1274466,CN_1274467,CN_1274468,CN_1274470,CN_1274471,CN_1274473,CN_1274474,CN_1274475,CN_1276575	
CNV1291	chr8	32802640	32807955	CN_1283509,CN_1283513,CN_1283514	
CNV1293	chr8	39354760	39506122	CN_1283685,CN_1283686,CN_1283688,CN_1283689,CN_1283691,CN_1283692,CN_368311,CN_1283693,CN_1283694,CN_1283695,CN_1283696,CN_1283699,CN_1283700,CN_1283701,CN_1283703,CN_1283702,CN_1283704,CN_1283706,CN_1283707,CN_1283708,CN_1283709,CN_1283710,CN_1283711,CN_1283712,CN_1283713,CN_1283714,CN_368329,CN_1283715,CN_1283716,CN_1283719,CN_1283721,CN_1283720,CN_1283722,CN_1283723,CN_368334,CN_1283724,CN_1283726,CN_1283727,CN_1283728,CN_1283729,CN_1283730,CN_368338,CN_1283736,CN_1283737,CN_1283739,CN_1283741,CN_1283742,CN_1283743	SNP_A-8517435,SNP_A-4258580
CNV1294	chr8	40302954	40308668	CN_1290420,CN_1290421,CN_1290424,CN_1290427,CN_1290428,CN_1290429,CN_1290433,CN_1290434,CN_1290437,CN_1290442,CN_1290438,CN_1290440,CN_1290441,CN_1290445,CN_1290446,CN_1290447,CN_1290448,CN_1290450	SNP_A-2233426,SNP_A-8485784
CNV1299	chr8	47646713	47655709	CN_1281596,CN_369315,CN_1281597,CN_1281598,CN_1281599,CN_1281600	SNP_A-4258280,SNP_A-1782790
CNV1302	chr8	50622571	50695376	CN_1261517,CN_1263637,CN_1263643,CN_1263644,CN_1263645,CN_1263646,CN_1263647,CN_1263649,CN_369888,CN_1263656,CN_1263658,CN_1263660,CN_1263661,CN_1263662,CN_1263666,CN_1263667,CN_1263670,CN_369893	SNP_A-2074963,SNP_A-4212942,SNP_A-1993186,SNP_A-4244209,SNP_A-4260986,SNP_A-1809235,SNP_A-1894285,SNP_A-1898315
CNV1303	chr8	51194577	51195974	CN_1265988,CN_1265991,CN_1265986,CN_1265987,CN_1265989,CN_1265990	SNP_A-8389834
CNV1308	chr8	55371599	55373373	CN_1290774,CN_1290776,CN_1290779	SNP_A-2225842
CNV1311	chr8	58279104	58292579	CN_1272823,CN_1272824,CN_1272825,CN_1272826	
CNV1313	chr8	61165356	61170323	CN_1290865,CN_1290866,CN_1290873,CN_1290869,CN_1290871,CN_1290875,CN_1290876,CN_1290877,CN_1290882,CN_1290884,CN_1290878,CN_1290879,CN_1290880,CN_1290881	SNP_A-8703190,SNP_A-1919270,SNP_A-1865642,SNP_A-8606989
CNV1316	chr8	63380105	63386639	CN_1268475,CN_1268476,CN_1268479,CN_1268480,CN_1268481,CN_1268482	
CNV1319	chr8	65011451	65011672	CN_1277494,CN_1277495,CN_1277496,CN_1277497,CN_1277498,CN_1277499	
CNV1320	chr8	68710013	68712760	CN_1261906,CN_1261905,CN_1261908,CN_1261909,CN_1261916,CN_1261911,CN_1261912,CN_1261913,CN_1261914,CN_1261915,CN_1261921,CN_1261918,CN_372872,CN_1261926,CN_1261927,CN_1261922,CN_1261924,CN_1261925,CN_1261929,CN_1261930,CN_1261931,CN_1261932	
CNV1324	chr8	72377865	72379153	CN_1282129,CN_1282131,CN_1282130,CN_1282132,CN_1282137,CN_1282133,CN_1282136	
CNV1326	chr8	75481738	75490149	CN_1262072,CN_1262073,CN_1262074,CN_1262075,CN_1262076	
CNV1329	chr8	85425438	85431221	CN_1282409,CN_1282406,CN_1282407,CN_1282408,CN_1282410,CN_1282412,CN_1282411,CN_1282414,CN_1282415,CN_1282422,CN_1282417,CN_1282420,CN_1282421,CN_1282423,CN_1282424	
CNV1336	chr8	95626724	95627168	CN_1305228,CN_1305231,CN_1305234	
CNV1339	chr8	102689782	102694888	CN_1252911,CN_1252913,CN_1252914,CN_357557	SNP_A-8474571
CNV1343	chr8	112363455	112364436	CN_1235163,CN_1235164,CN_1235166,CN_1235167,CN_1235168	
CNV1346	chr8	115703663	115710907	CN_1255368,CN_1255369,CN_1255371,CN_1255373,CN_1255374,CN_1255384,CN_1255385,CN_1255387,CN_1255388,CN_1255389,CN_1255390,CN_1255391,CN_1255392,CN_1255393,CN_1255395,CN_1255396	SNP_A-1928643
CNV1350	chr8	120223965	120228627	CN_1246616,CN_1246617,CN_1246618,CN_1246619	
CNV1359	chr8	130211860	130213708	CN_1264767,CN_1264768,CN_362020	
CNV1362	chr8	134249394	134249653	CN_1287422,CN_1287424	SNP_A-2120207
CNV1364	chr8	135130437	135135890	CN_1294115,CN_1294116,CN_1294117,CN_1294118,CN_1294120,CN_1294121,CN_1294122,CN_1294123,CN_362689	SNP_A-2161011,SNP_A-1822078,SNP_A-8642302,SNP_A-2023313,SNP_A-8488416
CNV1367	chr8	137836926	137881042	CN_1276264,CN_1276266,CN_1276270,CN_363127,CN_363128,CN_1276274,CN_1276275,CN_1276276,CN_1276277,CN_1276278,CN_1276282,CN_1276283,CN_363139,CN_1276284,CN_1276285	SNP_A-4267280,SNP_A-1995354,SNP_A-2013906,SNP_A-1995355,SNP_A-8436963,SNP_A-2085439,SNP_A-2309119,SNP_A-2146984,SNP_A-8319479,SNP_A-1887893,SNP_A-2034686,SNP_A-8373045
CNV1368	chr8	137914315	137925499	CN_1278428,CN_1278429,CN_1278433,CN_1278434,CN_1278436,CN_1278437,CN_1278438,CN_1278439	SNP_A-4197982,SNP_A-2161657,SNP_A-1995358,SNP_A-1952819
CNV1372	chr8	140327434	140327679	CN_1292059,CN_1292060,CN_363495,CN_1292061	
CNV1377	chr8	144776300	144778949	CN_1278655,CN_1278656,CN_1278662,CN_1278660,CN_1278661	SNP_A-4270978
CNV1378	chr9	508099	516993	CN_1331584,CN_1331611,CN_1331626,CN_1331632,CN_389865	SNP_A-8481012,SNP_A-4213297,SNP_A-8328098,SNP_A-2161192
CNV1380	chr9	581969	592903	CN_1300173,CN_1300174,CN_1300177,CN_1300201,CN_1300199,CN_1300203,CN_1300211,CN_1300212,CN_1300213,CN_1300214,CN_1300217,CN_1300221,CN_1300226,CN_1300227,CN_1300228,CN_1300229,CN_1300230	SNP_A-8702475,SNP_A-8513171,SNP_A-8286669,SNP_A-1995484,SNP_A-1995485,SNP_A-8364186,SNP_A-4267300,SNP_A-8700629,SNP_A-1959157
CNV1381	chr9	596699	596961	CN_1327559,CN_1327560,CN_1327562	
CNV1382	chr9	597519	598495	CN_1327566,CN_1327567,CN_1327573,CN_1327574	SNP_A-1781969
CNV1383	chr9	636036	636656	CN_1329686,CN_1329687,CN_1329690,CN_1329691	
CNV1387	chr9	1502992	1503073	CN_1315121,CN_1315122,CN_1315123	SNP_A-2027261
CNV1395	chr9	4518770	4519873	CN_1327010,CN_1327011,CN_1327012	
CNV1404	chr9	11957036	11965492	CN_1312506,CN_1312535,CN_1312536	SNP_A-8419465
CNV1416	chr9	23353115	23363484	CN_1331190,CN_1331191,CN_1331192,CN_1331193,CN_1331195,CN_1331196,CN_1331197	
CNV1418	chr9	28037588	28040691	CN_1324483,CN_1324484,CN_1324486	SNP_A-1996404
CNV1419	chr9	29084549	29087680	CN_1331238,CN_1331239,CN_1331240	
CNV1432	chr9	41889553	41902234	CN_1320305,CN_1320307,CN_388605	
CNV1434	chr9	42602159	43202740	CN_1320346,CN_388785,CN_1322482,CN_1322494,CN_1322496,CN_1322498,CN_1322502,CN_1322511,CN_1322514,CN_1322516,CN_1322518,CN_1322520,CN_1322522,CN_1322523,CN_1322524,CN_1322525,CN_1322526,CN_1322527,CN_1322528,CN_1322529,CN_1322530,CN_1322533,CN_1322534,CN_1322536,CN_1322537,CN_1322539,CN_1322541,CN_1322542,CN_1322544,CN_1322545	
CNV1435	chr9	43394507	43424314	CN_1322578,CN_1322580,CN_1322581,CN_389037,CN_1322582,CN_1322583,CN_1322584,CN_1322585,CN_1322586,CN_389044	
CNV1436	chr9	43806624	43934502	CN_1322611,CN_1322613,CN_389149,CN_389152,CN_1322614,CN_1324727,CN_1324731,CN_1324732,CN_1324734,CN_1324736,CN_1324738,CN_1324740,CN_389181,CN_1324741,CN_1324744,CN_1324747,CN_1324748,CN_1324751,CN_1324752,CN_389202,CN_1324753,CN_1324756	SNP_A-8558572,SNP_A-2044788
CNV1447	chr9	64672805	64717369	CN_1329813,CN_1329812,CN_1329815,CN_1329816,CN_1329817,CN_1329819	
CNV1452	chr9	66576216	66578712	CN_1298259,CN_1298266	
CNV1453	chr9	66832366	66873866	CN_1300291,CN_1300293,CN_1300295,CN_1300303,CN_1300305	
CNV1456	chr9	66902140	66986363	CN_1300326,CN_1300325,CN_1300336,CN_1300337,CN_1300339,CN_1300340,CN_1300342,CN_390823,CN_1300345,CN_1300346,CN_1300347,CN_1300348	
CNV1461	chr9	67408822	67425701	CN_1302346,CN_1302349,CN_1302351	
CNV1462	chr9	67503101	67518504	CN_390950,CN_1302363	
CNV1463	chr9	67727842	67744265	CN_1302382,CN_1302384,CN_1302385,CN_1302386	SNP_A-8349460,SNP_A-2116261
CNV1468	chr9	69264747	69278582	CN_1300516,CN_1300517,CN_1300519,CN_1300520,CN_1300523,CN_1300524,CN_1300525,CN_1302461	SNP_A-8544085,SNP_A-4194752,SNP_A-8703611,SNP_A-8637869,SNP_A-4303159,SNP_A-8547778
CNV1475	chr9	71486290	71488376	CN_1302778,CN_1302779,CN_1302780,CN_1302781,CN_1302786,CN_1302788,CN_1302789,CN_1302791,CN_1302792	SNP_A-2081566,SNP_A-2236057,SNP_A-8393061,SNP_A-1996787
CNV1478	chr9	76786435	76788890	CN_1313804,CN_1313805,CN_1313806	
CNV1483	chr9	83744009	83747097	CN_1322904,CN_1322905,CN_393474,CN_1322907	
CNV1491	chr9	96739934	96768895	CN_1333548,CN_1333549	
CNV1495	chr9	104443543	104446338	CN_1321155,CN_1321157,CN_1321158,CN_1321159,CN_1321160,CN_1321161,CN_1321162,CN_1321163,CN_1321164,CN_1321173,CN_1321180,CN_1321175,CN_1321176,CN_1321178	SNP_A-8282209,SNP_A-8340739,SNP_A-8332536,SNP_A-2200133
CNV1502	chr9	110104344	110107724	CN_1323502,CN_1323503	SNP_A-8331644
CNV1512	chr9	126023839	126033863	CN_1314904,CN_1314905,CN_1314906,CN_1314907	SNP_A-2150170
CNV1513	chr9	126054869	126056256	CN_1314917,CN_1314918,CN_1314919,CN_1314920,CN_1314915,CN_382181,CN_1314916,CN_1314924	SNP_A-8686090,SNP_A-8422964
CNV1522	chr9	131290480	131295258	CN_1308274,CN_1308276,CN_1308278	
CNV1526	chr9	133212079	133212339	CN_1321763,CN_1321764,CN_1321765	
CNV1529	chr9	135440050	135442357	CN_1330857,CN_1330858	
CNV1534	chr9	138347777	138351391	CN_1306202,CN_1306203,CN_1306204,CN_1306205	
CNV1541	chr10	4280814	4281016	CN_541416,CN_541417	
CNV1547	chr10	13090011	13090176	CN_501676,CN_501672	
CNV1548	chr10	13096556	13098846	CN_503794,CN_503793,CN_503799,CN_503797,CN_503798,CN_503801,CN_503802,CN_503803,CN_503807,CN_503808,CN_503810,CN_503811	SNP_A-2122801,SNP_A-4193654,SNP_A-4223540,SNP_A-8562859,SNP_A-8477466,SNP_A-2119533,SNP_A-8438989
CNV1558	chr10	20890118	20893540	CN_499695,CN_499696	SNP_A-8357241
CNV1562	chr10	24417680	24419045	CN_519391,CN_519392,CN_519393,CN_519394,CN_519395,CN_519396,CN_519398,CN_519399,CN_519400,CN_519401,CN_519404,CN_519405	
CNV1570	chr10	31291340	31291785	CN_523940,CN_040432,CN_523943,CN_523945	
CNV1572	chr10	37861904	37861995	CN_526433,CN_526434,CN_526435	
CNV1586	chr10	47012100	47122807	CN_524390,CN_524392,CN_524393,CN_524394,CN_042931,CN_524399,CN_524400,CN_524401,CN_042937,CN_524403,CN_524404,CN_524405,CN_524408,CN_524409,CN_524410,CN_524411,CN_524412,CN_524413,CN_524414,CN_524415,CN_524416,CN_042951,CN_524420,CN_524421,CN_524422,CN_524423,CN_524425,CN_042958,CN_524429,CN_524432,CN_524434,CN_526465,CN_526466,CN_526468,CN_526469,CN_526470,CN_526474,CN_526476,CN_526477,CN_526479,CN_526480	SNP_A-8287654,SNP_A-1927044,SNP_A-8513490,SNP_A-8301935,SNP_A-2185617,SNP_A-8512062,SNP_A-2148895,SNP_A-8492775,SNP_A-8288822,SNP_A-2314483,SNP_A-1872429,SNP_A-2179668,SNP_A-8654792,SNP_A-4229168,SNP_A-8643010,SNP_A-8405632,SNP_A-8656034,SNP_A-8292813,SNP_A-8499699,SNP_A-8498123,SNP_A-8690598,SNP_A-1848054,SNP_A-4194582,SNP_A-8713540,SNP_A-8316499,SNP_A-4218527,SNP_A-8308018,SNP_A-8288824,SNP_A-8588326,SNP_A-2035224,SNP_A-1934300,SNP_A-8397979,SNP_A-2190417,SNP_A-2122749,SNP_A-8465721
CNV1587	chr10	47131896	47165567	CN_526487,CN_526486,CN_526488,CN_042973,CN_526496,CN_526497,CN_526499,CN_526501,CN_526502,CN_526503,CN_526504,CN_526507,CN_526508,CN_526510,CN_526511,CN_526526,CN_526528,CN_526531,CN_526532	SNP_A-2125249,SNP_A-8643953,SNP_A-8582395,SNP_A-8472861,SNP_A-8525410,SNP_A-2203957,SNP_A-8643612,SNP_A-4229806,SNP_A-8367199,SNP_A-8455464,SNP_A-2134356,SNP_A-8554446
CNV1599	chr10	54599860	54609155	CN_524547,CN_524548,CN_524549,CN_524550	SNP_A-2124160,SNP_A-8387480,SNP_A-1929173,SNP_A-4222576,SNP_A-1840310,SNP_A-8547104
CNV1601	chr10	56122955	56138443	CN_535292,CN_535293,CN_535296	SNP_A-2025090,SNP_A-2075486,SNP_A-2237922,SNP_A-2147649
CNV1602	chr10	56353096	56362605	CN_535384,CN_535385,CN_537406,CN_537408	
CNV1605	chr10	58186381	58196843	CN_548186,CN_548181,CN_548182,CN_548183,CN_548184,CN_548188,CN_548189,CN_548190,CN_548191,CN_548199,CN_548200,CN_548204,CN_548208,CN_548213,CN_548211,CN_548212,CN_548214,CN_548215,CN_548216,CN_548219,CN_548220	SNP_A-8288250
CNV1607	chr10	58572176	58606913	CN_550382,CN_550383,CN_550384,CN_550385,CN_550386,CN_550389,CN_550391,CN_550393,CN_550394,CN_550396,CN_550398,CN_550399	SNP_A-2143856,SNP_A-2266183,SNP_A-1885573,SNP_A-1933663,SNP_A-8655573,SNP_A-1960131,SNP_A-8622137,SNP_A-8446791,SNP_A-4194913,SNP_A-8474852,SNP_A-1809116,SNP_A-4206604
CNV1610	chr10	58880511	58880997	CN_552557,CN_552558	
CNV1614	chr10	61034136	61035270	CN_531185,CN_531186,CN_531187,CN_531188,CN_531189,CN_531191	
CNV1620	chr10	66977929	66984452	CN_531321,CN_531327,CN_531325,CN_531330,CN_531333,CN_531340,CN_531334,CN_531335,CN_531336,CN_531337,CN_531338,CN_531339,CN_531341,CN_531342,CN_531344,CN_531345,CN_533366	
CNV1621	chr10	67013460	67013961	CN_533386,CN_533387,CN_533393,CN_533388,CN_533389,CN_533390	
CNV1623	chr10	70952492	70952848	CN_554929,CN_554928,CN_554930	
CNV1627	chr10	77927067	77930591	CN_557262,CN_557263,CN_557264	
CNV1629	chr10	81053880	81055405	CN_542259,CN_542261	
CNV1631	chr10	81475459	81486935	CN_542292,CN_542293,CN_542294,CN_542295	
CNV1636	chr10	89060724	89084996	CN_551011,CN_551012,CN_551013,CN_551014,CN_551016	SNP_A-4268585
CNV1642	chr10	96859053	96859696	CN_527628,CN_527630,CN_527631,CN_527632	
CNV1648	chr10	107047028	107049160	CN_498891,CN_498892	
CNV1651	chr10	109122293	109122542	CN_512078,CN_512079,CN_512073,CN_512075,CN_512076,CN_512077	
CNV1655	chr10	114102065	114106829	CN_507851,CN_507852	SNP_A-8418965
CNV1662	chr10	124331524	124341001	CN_499343,CN_499344,CN_499345	SNP_A-8521546
CNV1669	chr10	135131758	135185150	CN_490707,CN_490709,CN_490710,CN_037667,CN_490711,CN_490713,CN_490714,CN_490715,CN_490716,CN_490718,CN_490719,CN_490720,CN_490721,CN_490722,CN_490723,CN_490726,CN_490727,CN_490728	SNP_A-8407357,SNP_A-8632382,SNP_A-8337901,SNP_A-4214611,SNP_A-4214612,SNP_A-4244537,SNP_A-2271234,SNP_A-4294458,SNP_A-8386166,SNP_A-2131787,SNP_A-4230591,SNP_A-8625670
CNV1670	chr10	135217544	135266159	CN_490744,CN_490748,CN_490749,CN_490751,CN_490753,CN_037693,CN_490754,CN_490756,CN_490757,CN_490758,CN_490759	SNP_A-8444111,SNP_A-8318450,SNP_A-4298911,SNP_A-8405016,SNP_A-8641461,SNP_A-4259898,SNP_A-1841562,SNP_A-2294950,SNP_A-4277836,SNP_A-8713136,SNP_A-8435486,SNP_A-8589309,SNP_A-8318786,SNP_A-8400363,SNP_A-2068840,SNP_A-1920379,SNP_A-4281493,SNP_A-8595235,SNP_A-2079874,SNP_A-8376063,SNP_A-4252498
CNV1674	chr11	4206589	4293105	CN_570066,CN_061683,CN_570091,CN_570092,CN_570128,CN_570135,CN_570134,CN_572180,CN_572185,CN_572189,CN_572282,CN_572279,CN_572280,CN_572301,CN_572305,CN_574363,CN_574364,CN_061793,CN_574421	SNP_A-4289534,SNP_A-4293892,SNP_A-8428344,SNP_A-8527932
CNV1675	chr11	4924689	4933658	CN_062997,CN_574499,CN_574508,CN_574511,CN_574515,CN_574516,CN_574518,CN_574528,CN_574529,CN_574523,CN_574524,CN_574527	
CNV1678	chr11	5478747	5480169	CN_585388,CN_585389,CN_585390,CN_585391,CN_585398	SNP_A-8335505
CNV1679	chr11	5744656	5765715	CN_568120,CN_568133,CN_568130,CN_568132,CN_568137,CN_568136,CN_064000,CN_568147,CN_568148,CN_568152,CN_568153,CN_568154,CN_568155,CN_568161,CN_568164,CN_568166,CN_568174,CN_568180,CN_568175,CN_568176,CN_568177,CN_568178,CN_568179,CN_568203,CN_568204,CN_568205,CN_568208,CN_568209	
CNV1680	chr11	5828813	5839893	CN_572524,CN_572536,CN_572540,CN_572546	
CNV1682	chr11	7769616	7798159	CN_562130,CN_564214,CN_564222,CN_564224	
CNV1690	chr11	18905648	18918564	CN_573858,CN_573859,CN_573860,CN_573861,CN_573863,CN_573864,CN_573865,CN_573866,CN_573867,CN_573868,CN_573869,CN_573870,CN_573871,CN_573872,CN_573873,CN_573874,CN_573875,CN_573876,CN_573877,CN_573878,CN_573879,CN_573880,CN_573881,CN_573882,CN_573884,CN_573885,CN_573886,CN_058128,CN_573887,CN_573891,CN_573898,CN_573899,CN_573892,CN_573894,CN_573895,CN_573904,CN_573900,CN_573901,CN_573905,CN_573907	SNP_A-1813254,SNP_A-4246324,SNP_A-2077604,SNP_A-8673178,SNP_A-4198954,SNP_A-8366630
CNV1693	chr11	21149965	21166513	CN_586863,CN_586864,CN_586865,CN_586873,CN_586874,CN_058381,CN_586877,CN_586879,CN_586881	SNP_A-8336231,SNP_A-4269280,SNP_A-2008385,SNP_A-2036507
CNV1695	chr11	21671128	21679716	CN_591145,CN_591147,CN_591148,CN_591146	
CNV1700	chr11	24400825	24406833	CN_058863,CN_569621	SNP_A-8715707,SNP_A-1897563
CNV1702	chr11	25565122	25584722	CN_576177,CN_576178,CN_059034,CN_576179,CN_576180,CN_576181,CN_576185,CN_576186,CN_576187,CN_576189,CN_576190,CN_576192	SNP_A-2188251,SNP_A-2248520,SNP_A-2123888,SNP_A-2229644,SNP_A-1797220,SNP_A-1847729
CNV1704	chr11	25663542	25675557	CN_576222,CN_578246,CN_578247,CN_578251,CN_578256,CN_578257,CN_059048,CN_578259,CN_578264,CN_578260,CN_578261	SNP_A-4227879,SNP_A-8513193
CNV1707	chr11	30129311	30137019	CN_569743,CN_569744,CN_569745,CN_569746,CN_569748,CN_569750,CN_569752,CN_569755,CN_569756,CN_569758,CN_569759,CN_569761	SNP_A-1781226
CNV1719	chr11	42769727	42774615	CN_574368,CN_574369	
CNV1723	chr11	48843099	48849795	CN_572313,CN_572315,CN_572316,CN_572317,CN_572318	
CNV1724	chr11	49044557	49060262	CN_572373,CN_572374,CN_572375,CN_572376,CN_572379	SNP_A-8700776,SNP_A-8564675
CNV1725	chr11	49667437	49714078	CN_576693,CN_576694,CN_576695,CN_576697,CN_576698,CN_576700,CN_576701,CN_576702,CN_576703,CN_576704,CN_576707,CN_576705,CN_576706	SNP_A-8557994
CNV1726	chr11	49716131	49717264	CN_576714,CN_576715,CN_576716,CN_576717,CN_576718,CN_063118	
CNV1729	chr11	51209566	51213821	CN_583151,CN_583153	
CNV1730	chr11	54458221	54514519	CN_585350,CN_585352,CN_585354	
CNV1731	chr11	54722184	54793048	CN_585378,CN_585379,CN_585380,CN_063441,CN_585381,CN_585382,CN_585394,CN_585396	
CNV1732	chr11	55130608	55209585	CN_587559,CN_587565,CN_587567,CN_587568,CN_587569,CN_063520,CN_587576,CN_587581,CN_587582,CN_587583,CN_587584,CN_587586,CN_587587,CN_063536,CN_589627,CN_589628,CN_589629,CN_589630,CN_589633,CN_589632,CN_589634,CN_589638,CN_589640,CN_589643,CN_589646,CN_589648	SNP_A-8594073,SNP_A-8651747
CNV1733	chr11	55217259	55258368	CN_589650,CN_589652,CN_589653,CN_589654,CN_589655,CN_589656,CN_589663,CN_589664,CN_589669	SNP_A-2101849,SNP_A-2079681,SNP_A-2136338,SNP_A-2132761,SNP_A-2194491,SNP_A-2087933,SNP_A-4276123,SNP_A-4241663,SNP_A-8548864
CNV1735	chr11	55280148	55303668	CN_589679,CN_589682,CN_589683,CN_589685,CN_589686,CN_589687,CN_589691	SNP_A-2098199,SNP_A-4227689,SNP_A-2249806,SNP_A-2231055
CNV1736	chr11	55355998	55356633	CN_589712,CN_589713,CN_063591	
CNV1739	chr11	58567820	58610341	CN_064188,CN_574650,CN_064189,CN_064192,CN_574655,CN_574661,CN_574662,CN_574663	SNP_A-2136826,SNP_A-8684687,SNP_A-2287167,SNP_A-1950615,SNP_A-2096469
CNV1744	chr11	67396131	67419050	CN_581268,CN_581269,CN_581271,CN_581273,CN_581274	SNP_A-8377395,SNP_A-8361954,SNP_A-8573830
CNV1750	chr11	75820665	75825933	CN_587945,CN_587946	SNP_A-2131609,SNP_A-2199442
CNV1754	chr11	79650579	79659825	CN_572961,CN_572965,CN_572962,CN_572963,CN_572964,CN_572966,CN_572967	SNP_A-2227307,SNP_A-2098943,SNP_A-8491612,SNP_A-8561071,SNP_A-1912587,SNP_A-2083691,SNP_A-4215211,SNP_A-8334337
